"name";"information.gain"
"rna.830";1
"rna.533";0,996837237885359
"rna.477";0,959635651687622
"rna.833";0,959635651687622
"rna.140";0,957349635161493
"rna.222";0,951409073955414
"rna.796";0,920868661543751
"rna.254";0,908309982619841
"rna.172";0,90286669206274
"rna.257";0,891783534214095
"rna.831";0,869408453376889
"rna.175";0,868778061791788
"rna.17";0,852316078974384
"rna.793";0,841373099249284
"rna.535";0,837636279642325
"rna.214";0,802700202442201
"rna.594";0,802700202442201
"rna.187";0,779731859154895
"rna.846";0,777957593187041
"rna.401";0,748423928683864
"rna.155";0,693839467759395
"rna.224";0,690792187191335
"rna.211";0,671524499231588
"rna.165";0,67034040089407
"rna.148";0,652194314603578
"rna.203";0,615312602943789
"rna.22";0,608714840615064
"rna.16";0,606309349227235
"rna.127";0,598392532643252
"rna.278";0,581331224550312
"rna.138";0,573939755686316
"rna.105";0,572593628324909
"rna.8";0,564956451641527
"rna.596";0,559812488735484
"rna.126";0,557459916155267
"rna.161";0,551954807802823
"rna.756";0,525820167219068
"rna.283";0,497167220897774
"rna.253";0,496346672223081
"rna.154";0,492257119841894
"rna.573";0,492242391003141
"rna.69";0,4860148685864
"rna.181";0,479844913135894
"rna.277";0,477494154458549
"rna.1";0,474952352692968
"rna.3";0,474952352692968
"rna.262";0,474952352692968
"rna.411";0,474952352692968
"rna.430";0,474952352692968
"rna.2";0,474787248802775
"rna.146";0,470543109758947
"rna.179";0,470543109758947
"rna.436";0,470543109758947
"rna.149";0,457135746465804
"rna.722";0,452373525081983
"rna.162";0,449394663908548
"rna.434";0,439413199663787
"rna.781";0,433695600800172
"rna.244";0,430557248131205
"rna.210";0,422546296056975
"rna.137";0,413152084622917
"rna.377";0,409125132222831
"rna.25";0,407038326708661
"rna.745";0,407038326708661
"rna.811";0,397104429693985
"rna.6";0,388030468585404
"rna.280";0,376828407669221
"rna.485";0,376316349432975
"rna.252";0,374170021778104
"rna.110";0,36492639506525
"rna.209";0,362797837359547
"rna.21";0,356218585251515
"rna.256";0,356218585251515
"rna.774";0,349558620695625
"rna.121";0,348824252087756
"rna.62";0,343700383321997
"rna.711";0,341087092612858
"rna.230";0,336625295474949
"rna.725";0,336625295474949
"rna.233";0,335739806953656
"rna.282";0,33551946928936
"rna.700";0,33551946928936
"rna.717";0,335457558189294
"rna.178";0,33385079813956
"rna.577";0,33385079813956
"rna.753";0,328673884705063
"rna.116";0,324826481970305
"rna.561";0,319842103375823
"rna.18";0,31531556815935
"rna.113";0,315013908074953
"rna.223";0,315013908074953
"rna.259";0,315013908074953
"rna.260";0,315013908074953
"rna.748";0,315013908074953
"rna.9";0,306096828837961
"rna.153";0,306096828837961
"rna.212";0,306096828837961
"rna.245";0,302063749027529
"rna.416";0,299451125924719
"rna.786";0,299451125924719
"rna.409";0,295765028887843
"rna.164";0,295175265027903
"rna.176";0,287410228618802
"rna.422";0,285265421679627
"rna.84";0,280441054398476
"rna.263";0,280441054398476
"rna.474";0,280215392937681
"rna.213";0,279896765375072
"rna.488";0,275146690923153
"rna.129";0,267943465376327
"rna.182";0,262172929031482
"rna.582";0,259877834127969
"rna.198";0,258343455700327
"rna.339";0,254516985479074
"rna.545";0,253477510589022
"rna.826";0,253477510589022
"rna.132";0,250904704933322
"rna.584";0,250904704933322
"rna.373";0,249204111992948
"rna.795";0,249204111992948
"rna.163";0,248737419904831
"rna.197";0,248737419904831
"rna.388";0,248737419904831
"rna.772";0,244484097252086
"rna.595";0,240432065980897
"rna.659";0,240432065980897
"rna.298";0,239841728100923
"rna.723";0,236850859224362
"rna.819";0,227134406518906
"rna.394";0,226367744137293
"rna.202";0,225035894826988
"rna.427";0,223031104584923
"rna.705";0,221965540960855
"rna.808";0,221965540960855
"rna.11";0,221952360571927
"rna.361";0,221952360571927
"rna.572";0,221952360571927
"rna.825";0,221952360571927
"rna.835";0,21546202594806
"rna.10";0,21457180151393
"rna.143";0,213998253679949
"rna.404";0,213787892364594
"rna.483";0,210110287604386
"rna.217";0,208631642379798
"rna.227";0,208631642379798
"rna.53";0,207995995446112
"rna.790";0,207995995446112
"rna.367";0,206126863718016
"rna.784";0,206126863718016
"rna.400";0,204798663658298
"rna.393";0,203905052883857
"rna.269";0,200222990821286
"rna.218";0,197547013746186
"rna.585";0,197061336072943
"rna.271";0,19339901310167
"rna.447";0,19339901310167
"rna.486";0,191547546823674
"rna.216";0,189708148655936
"rna.119";0,18831552916353
"rna.694";0,18831552916353
"rna.417";0,180962197599165
"rna.462";0,180952930802644
"rna.570";0,180410466413153
"rna.432";0,176988626191856
"rna.718";0,176988626191856
"rna.799";0,176988626191856
"rna.204";0,17698452887412
"rna.76";0,176317218569574
"rna.709";0,176317218569574
"rna.415";0,175676108082301
"rna.397";0,175503784806215
"rna.14";0,172924811888381
"rna.246";0,172924811888381
"rna.261";0,172924811888381
"rna.590";0,170861484233053
"rna.814";0,165474587034312
"rna.431";0,165045058245215
"rna.238";0,162067457329876
"rna.730";0,162067457329876
"rna.455";0,160867877044261
"rna.565";0,160867877044261
"rna.836";0,160867877044261
"rna.268";0,16055064896756
"rna.395";0,160370334411751
"rna.425";0,160051473119292
"rna.472";0,160051473119292
"rna.827";0,159655913244943
"rna.392";0,158295496533666
"rna.79";0,157635040764875
"rna.186";0,157635040764875
"rna.583";0,157635040764875
"rna.688";0,155508312004482
"rna.589";0,151841757636281
"rna.847";0,151841757636281
"rna.56";0,150705377645013
"rna.593";0,150705377645013
"rna.487";0,149540910937488
"rna.775";0,149540910937488
"rna.776";0,149540910937488
"rna.502";0,148932504988164
"rna.7";0,145621996875551
"rna.13";0,145026165863289
"rna.445";0,145026165863289
"rna.454";0,145026165863289
"rna.681";0,145026165863289
"rna.484";0,143292637562561
"rna.683";0,143292637562561
"rna.225";0,14286099308709
"rna.671";0,14286099308709
"rna.743";0,14286099308709
"rna.55";0,129453491744042
"rna.145";0,129453491744042
"rna.241";0,129453491744042
"rna.746";0,129453491744042
"rna.752";0,129453491744042
"rna.4";0
"rna.5";0
"rna.12";0
"rna.15";0
"rna.19";0
"rna.20";0
"rna.23";0
"rna.24";0
"rna.26";0
"rna.27";0
"rna.28";0
"rna.29";0
"rna.30";0
"rna.31";0
"rna.32";0
"rna.33";0
"rna.34";0
"rna.35";0
"rna.36";0
"rna.37";0
"rna.38";0
"rna.39";0
"rna.40";0
"rna.41";0
"rna.42";0
"rna.43";0
"rna.44";0
"rna.45";0
"rna.46";0
"rna.47";0
"rna.48";0
"rna.49";0
"rna.50";0
"rna.51";0
"rna.52";0
"rna.54";0
"rna.57";0
"rna.58";0
"rna.59";0
"rna.60";0
"rna.61";0
"rna.63";0
"rna.64";0
"rna.65";0
"rna.66";0
"rna.67";0
"rna.68";0
"rna.70";0
"rna.71";0
"rna.72";0
"rna.73";0
"rna.74";0
"rna.75";0
"rna.77";0
"rna.78";0
"rna.80";0
"rna.81";0
"rna.82";0
"rna.83";0
"rna.85";0
"rna.86";0
"rna.87";0
"rna.88";0
"rna.89";0
"rna.90";0
"rna.91";0
"rna.92";0
"rna.93";0
"rna.94";0
"rna.95";0
"rna.96";0
"rna.97";0
"rna.98";0
"rna.99";0
"rna.100";0
"rna.101";0
"rna.102";0
"rna.103";0
"rna.104";0
"rna.106";0
"rna.107";0
"rna.108";0
"rna.109";0
"rna.111";0
"rna.112";0
"rna.114";0
"rna.115";0
"rna.117";0
"rna.118";0
"rna.120";0
"rna.122";0
"rna.123";0
"rna.124";0
"rna.125";0
"rna.128";0
"rna.130";0
"rna.131";0
"rna.133";0
"rna.134";0
"rna.135";0
"rna.136";0
"rna.139";0
"rna.141";0
"rna.142";0
"rna.144";0
"rna.147";0
"rna.150";0
"rna.151";0
"rna.152";0
"rna.156";0
"rna.157";0
"rna.158";0
"rna.159";0
"rna.160";0
"rna.166";0
"rna.167";0
"rna.168";0
"rna.169";0
"rna.170";0
"rna.171";0
"rna.173";0
"rna.174";0
"rna.177";0
"rna.180";0
"rna.183";0
"rna.184";0
"rna.185";0
"rna.188";0
"rna.189";0
"rna.190";0
"rna.191";0
"rna.192";0
"rna.193";0
"rna.194";0
"rna.195";0
"rna.196";0
"rna.199";0
"rna.200";0
"rna.201";0
"rna.205";0
"rna.206";0
"rna.207";0
"rna.208";0
"rna.215";0
"rna.219";0
"rna.220";0
"rna.221";0
"rna.226";0
"rna.228";0
"rna.229";0
"rna.231";0
"rna.232";0
"rna.234";0
"rna.235";0
"rna.236";0
"rna.237";0
"rna.239";0
"rna.240";0
"rna.242";0
"rna.243";0
"rna.247";0
"rna.248";0
"rna.249";0
"rna.250";0
"rna.251";0
"rna.255";0
"rna.258";0
"rna.264";0
"rna.265";0
"rna.266";0
"rna.267";0
"rna.270";0
"rna.272";0
"rna.273";0
"rna.274";0
"rna.275";0
"rna.276";0
"rna.279";0
"rna.281";0
"rna.284";0
"rna.285";0
"rna.286";0
"rna.287";0
"rna.288";0
"rna.289";0
"rna.290";0
"rna.291";0
"rna.292";0
"rna.293";0
"rna.294";0
"rna.295";0
"rna.296";0
"rna.297";0
"rna.299";0
"rna.300";0
"rna.301";0
"rna.302";0
"rna.303";0
"rna.304";0
"rna.305";0
"rna.306";0
"rna.307";0
"rna.308";0
"rna.309";0
"rna.310";0
"rna.311";0
"rna.312";0
"rna.313";0
"rna.314";0
"rna.315";0
"rna.316";0
"rna.317";0
"rna.318";0
"rna.319";0
"rna.320";0
"rna.321";0
"rna.322";0
"rna.323";0
"rna.324";0
"rna.325";0
"rna.326";0
"rna.327";0
"rna.328";0
"rna.329";0
"rna.330";0
"rna.331";0
"rna.332";0
"rna.333";0
"rna.334";0
"rna.335";0
"rna.336";0
"rna.337";0
"rna.338";0
"rna.340";0
"rna.341";0
"rna.342";0
"rna.343";0
"rna.344";0
"rna.345";0
"rna.346";0
"rna.347";0
"rna.348";0
"rna.349";0
"rna.350";0
"rna.351";0
"rna.352";0
"rna.353";0
"rna.354";0
"rna.355";0
"rna.356";0
"rna.357";0
"rna.358";0
"rna.359";0
"rna.360";0
"rna.362";0
"rna.363";0
"rna.364";0
"rna.365";0
"rna.366";0
"rna.368";0
"rna.369";0
"rna.370";0
"rna.371";0
"rna.372";0
"rna.374";0
"rna.375";0
"rna.376";0
"rna.378";0
"rna.379";0
"rna.380";0
"rna.381";0
"rna.382";0
"rna.383";0
"rna.384";0
"rna.385";0
"rna.386";0
"rna.387";0
"rna.389";0
"rna.390";0
"rna.391";0
"rna.396";0
"rna.398";0
"rna.399";0
"rna.402";0
"rna.403";0
"rna.405";0
"rna.406";0
"rna.407";0
"rna.408";0
"rna.410";0
"rna.412";0
"rna.413";0
"rna.414";0
"rna.418";0
"rna.419";0
"rna.420";0
"rna.421";0
"rna.423";0
"rna.424";0
"rna.426";0
"rna.428";0
"rna.429";0
"rna.433";0
"rna.435";0
"rna.437";0
"rna.438";0
"rna.439";0
"rna.440";0
"rna.441";0
"rna.442";0
"rna.443";0
"rna.444";0
"rna.446";0
"rna.448";0
"rna.449";0
"rna.450";0
"rna.451";0
"rna.452";0
"rna.453";0
"rna.456";0
"rna.457";0
"rna.458";0
"rna.459";0
"rna.460";0
"rna.461";0
"rna.463";0
"rna.464";0
"rna.465";0
"rna.466";0
"rna.467";0
"rna.468";0
"rna.469";0
"rna.470";0
"rna.471";0
"rna.473";0
"rna.475";0
"rna.476";0
"rna.478";0
"rna.479";0
"rna.480";0
"rna.481";0
"rna.482";0
"rna.489";0
"rna.490";0
"rna.491";0
"rna.492";0
"rna.493";0
"rna.494";0
"rna.495";0
"rna.496";0
"rna.497";0
"rna.498";0
"rna.499";0
"rna.500";0
"rna.501";0
"rna.503";0
"rna.504";0
"rna.505";0
"rna.506";0
"rna.507";0
"rna.508";0
"rna.509";0
"rna.510";0
"rna.511";0
"rna.512";0
"rna.513";0
"rna.514";0
"rna.515";0
"rna.516";0
"rna.517";0
"rna.518";0
"rna.519";0
"rna.520";0
"rna.521";0
"rna.522";0
"rna.523";0
"rna.524";0
"rna.525";0
"rna.526";0
"rna.527";0
"rna.528";0
"rna.529";0
"rna.530";0
"rna.531";0
"rna.532";0
"rna.534";0
"rna.536";0
"rna.537";0
"rna.538";0
"rna.539";0
"rna.540";0
"rna.541";0
"rna.542";0
"rna.543";0
"rna.544";0
"rna.546";0
"rna.547";0
"rna.548";0
"rna.549";0
"rna.550";0
"rna.551";0
"rna.552";0
"rna.553";0
"rna.554";0
"rna.555";0
"rna.556";0
"rna.557";0
"rna.558";0
"rna.559";0
"rna.560";0
"rna.562";0
"rna.563";0
"rna.564";0
"rna.566";0
"rna.567";0
"rna.568";0
"rna.569";0
"rna.571";0
"rna.574";0
"rna.575";0
"rna.576";0
"rna.578";0
"rna.579";0
"rna.580";0
"rna.581";0
"rna.586";0
"rna.587";0
"rna.588";0
"rna.591";0
"rna.592";0
"rna.597";0
"rna.598";0
"rna.599";0
"rna.600";0
"rna.601";0
"rna.602";0
"rna.603";0
"rna.604";0
"rna.605";0
"rna.606";0
"rna.607";0
"rna.608";0
"rna.609";0
"rna.610";0
"rna.611";0
"rna.612";0
"rna.613";0
"rna.614";0
"rna.615";0
"rna.616";0
"rna.617";0
"rna.618";0
"rna.619";0
"rna.620";0
"rna.621";0
"rna.622";0
"rna.623";0
"rna.624";0
"rna.625";0
"rna.626";0
"rna.627";0
"rna.628";0
"rna.629";0
"rna.630";0
"rna.631";0
"rna.632";0
"rna.633";0
"rna.634";0
"rna.635";0
"rna.636";0
"rna.637";0
"rna.638";0
"rna.639";0
"rna.640";0
"rna.641";0
"rna.642";0
"rna.643";0
"rna.644";0
"rna.645";0
"rna.646";0
"rna.647";0
"rna.648";0
"rna.649";0
"rna.650";0
"rna.651";0
"rna.652";0
"rna.653";0
"rna.654";0
"rna.655";0
"rna.656";0
"rna.657";0
"rna.658";0
"rna.660";0
"rna.661";0
"rna.662";0
"rna.663";0
"rna.664";0
"rna.665";0
"rna.666";0
"rna.667";0
"rna.668";0
"rna.669";0
"rna.670";0
"rna.672";0
"rna.673";0
"rna.674";0
"rna.675";0
"rna.676";0
"rna.677";0
"rna.678";0
"rna.679";0
"rna.680";0
"rna.682";0
"rna.684";0
"rna.685";0
"rna.686";0
"rna.687";0
"rna.689";0
"rna.690";0
"rna.691";0
"rna.692";0
"rna.693";0
"rna.695";0
"rna.696";0
"rna.697";0
"rna.698";0
"rna.699";0
"rna.701";0
"rna.702";0
"rna.703";0
"rna.704";0
"rna.706";0
"rna.707";0
"rna.708";0
"rna.710";0
"rna.712";0
"rna.713";0
"rna.714";0
"rna.715";0
"rna.716";0
"rna.719";0
"rna.720";0
"rna.721";0
"rna.724";0
"rna.726";0
"rna.727";0
"rna.728";0
"rna.729";0
"rna.731";0
"rna.732";0
"rna.733";0
"rna.734";0
"rna.735";0
"rna.736";0
"rna.737";0
"rna.738";0
"rna.739";0
"rna.740";0
"rna.741";0
"rna.742";0
"rna.744";0
"rna.747";0
"rna.749";0
"rna.750";0
"rna.751";0
"rna.754";0
"rna.755";0
"rna.757";0
"rna.758";0
"rna.759";0
"rna.760";0
"rna.761";0
"rna.762";0
"rna.763";0
"rna.764";0
"rna.765";0
"rna.766";0
"rna.767";0
"rna.768";0
"rna.769";0
"rna.770";0
"rna.771";0
"rna.773";0
"rna.777";0
"rna.778";0
"rna.779";0
"rna.780";0
"rna.782";0
"rna.783";0
"rna.785";0
"rna.787";0
"rna.788";0
"rna.789";0
"rna.791";0
"rna.792";0
"rna.794";0
"rna.797";0
"rna.798";0
"rna.800";0
"rna.801";0
"rna.802";0
"rna.803";0
"rna.804";0
"rna.805";0
"rna.806";0
"rna.807";0
"rna.809";0
"rna.810";0
"rna.812";0
"rna.813";0
"rna.815";0
"rna.816";0
"rna.817";0
"rna.818";0
"rna.820";0
"rna.821";0
"rna.822";0
"rna.823";0
"rna.824";0
"rna.828";0
"rna.829";0
"rna.832";0
"rna.834";0
"rna.837";0
"rna.838";0
"rna.839";0
"rna.840";0
"rna.841";0
"rna.842";0
"rna.843";0
"rna.844";0
"rna.845";0
"rna.848";0
"rna.849";0
